Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
1034,LA5SR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Sandefjord / Mokollen
1035,LA5TR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Stjørdal / Forbordfjell
1036,LA5UR,51.810000,-,0.600000,,88.5,88.5,FM,12.5,Sandefjord / Kjerringfjell
1037,LA5VR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Sunnhordland / Kattnakken
1038,LA5XR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Trondheim / Gråkallen
1039,LA5YR,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Follo / Enebakk
1040,LA6AR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Sandnessjøen / Brasøy
1041,LA6BR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Rønvikfjell / Bodø
1042,LA6CR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Knarvik / N. Hordland
1043,LA6DR,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Ravnafjell / Sauda
1044,LA6ER,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Egersund / Gaupelemfjell
1045,LA6FR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Flekkefjord / Storestø
1046,LA6GR,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Mjøsa / Steinfjellhytta
1047,LA6HR,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Skottås / Horten
1048,LA6JR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansand / Svalandsheia
1049,LA6KR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansand / Odderøya
1050,LA6MR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Ålesund / Valderøyfjellet
1051,LA6NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Hallingdal / Syningen
1052,LA6OR,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Oslo / Nesodden
1053,LA6QR,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Haugesund / Karmøy
1054,LA6RR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Ryfylke / Rennesøyhornet
1055,LA6SR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Risør / Hasåsen
1056,LA6TR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Tromsø / Kvitbergfjellet
1057,LA6UR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Gjeltheia
1058,LA6VR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kirkenes / Verigasfjellet
1059,LA6WR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Voss / Lønahorgi
1060,LA6XR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kristiansund / Reinsfjell
1061,LA6YR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Skien
1062,LA6YRR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Kristiansund / Reinsfjell
1063,LA6ZR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Fagernes / Spåtind
1064,LA7AR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Andenes / Endletenfjell
1065,LA7BR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Ørnfjell / Bergen
1066,LA7CR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Modum / Norefjell
1067,LA7ER,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Mandal / Sjåvassknuten
1068,LA7FR,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Fredrikstad / Kniplefjell
1069,LA7GR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Gålå-Harpefoss
1070,LA7HR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Harstad / Samaåsen
1071,LA7KR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1072,LA7KRR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Fosen / Kyrksæterøra
1073,LA7LR,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Bø / Lifjell
1074,LA7MR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Mo i Rana / Veten
1075,LA7NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Namdal / Hemna
1076,LA7OR,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Oslo / Grefsenkollen
1077,LA7ORR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Oppdal / Allmannberget
1078,LA7PR,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Moss / Grimstadtoppen
1079,LA7RR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Liaåsen
1080,LA7SR,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Tønsberg / Mokollen
1081,LA7TR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Forbordfjell / Stjørdal
1082,LA7TRR,51.850000,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Vassfjellet
1083,LA7UR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Ringerike / Valebykampen
1084,LA7URR,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Trondheim / Vikhammer
1085,LA7VR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vesterålen / Hadseløya
1086,LA7WR,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Voss / Lønahorgi
1087,LA7YR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Alta / Kvanfjellet
1088,LA8BR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Fauske/Bodø / Klettkå
1089,LA8CR,145.762500,-,0.600000,,88.5,88.5,FM,12.5,Romerike / Bjørnåsen
1090,LA8DR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Jæren / Sandnes
1091,LA8ER,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Gardermoen / Mistberget
1092,LA8FR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Olsøyheia
1093,LA8GR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Bergen / Bråtsviksåta
1094,LA8HR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Geilo / Hallingdal
1095,LA8KR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kongsberg / Jonsknuten
1096,LA8LR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Haugesund / Kringsjå
1097,LA8MR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Molde / Tusten
1098,LA8NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Honningsvåg / Nordkapp
1099,LA8NRR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Narvik / Ankenes
1100,LA8OR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Oslo / Bislingen
1101,LA8QR,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Bringen
1102,LA8RR,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Bjørnåsen / Romerike
1103,LA8SR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Stavanger / Byhaugen
1104,LA8TR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Trondheim / Ruten
1105,LA8UR,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Fosen / Kopparen
1106,LA8VR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Mosjøen / Vardefjell
1107,LA8XR,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Reinsnuten / Sauda
1108,LA9AR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Tronfjell
1109,LA9BR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Firda / Steinfjellet
1110,LA9CR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Florø / Storåsen
1111,LA9DR,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Drammen / Nordbykollen
1112,LA9ER,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Gardermoen / Mistberget
1113,LA9HR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Harstad
1114,LA9HRR,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Harstad
1115,LA9JDA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Bodø
1116,LA9KR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Norkapp / Hammerfest
1117,LA9LR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Sauda / Ravnafjell
1118,LA9LRR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Tromsø / Lyngen
1119,LA9MR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Mandal / Varmestø
1120,LA9NR,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Tønsberg / Frodeåsen
1121,LA9QR,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Nordfjellet / Tromsø
1122,LA9RR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Ryfylke / Ombo
1123,LA9SR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,S. Sunnmøre / Gurskøy
1124,LA9TR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Tromsø / Trolltind
1125,LA9UR,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Fosen / Ruasetfjellet
1126,LA9WR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Namdal / Geitfjellet
1127,LA9XR,434.975000,-,1.600000,,88.5,88.5,FM,12.5,Oslo / Heggedal
1128,LA9ZR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Midt-Troms / Andsfjell
1129,LD1OT,434.575000,-,2.000000,,88.5,88.5,DV,12.5,Tryvann, Oslo
1130,LD2KR,434.562500,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Rafjellet
1131,LD3DV,434.525000,-,2.000000,,88.5,88.5,DV,12.5,Varden, Drammen
1132,LD3SM,434.550000,-,2.000000,,88.5,88.5,DV,12.5,Mokollen, Sandefjord
1133,LY0RAL,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Alytus
1134,LY0RAN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Anykščiai
1135,LY0RKA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Kaunas
1136,LY0RKL,439.400000,-,7.600000,,88.5,88.5,FM,12.5,Klaipėda
1137,LY0RKN,431.900000,+,7.600000,,88.5,88.5,FM,12.5,Kaunas
1138,LY0RKY,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kybartai
1139,LY0RMA,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Marijampolė
1140,LY0ROM,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kryžkalnis
1141,LY0RSM,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Šiauliai
1142,LY0RUT,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Utena
1143,LY0RVL,438.650000,-,7.600000,Tone,179.9,88.5,FM,12.5,WILNO
1144,LY0RVN,145.750000,-,0.600000,Tone,186.2,88.5,FM,12.5,WILNO
1145,LY2WR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Vilinius
1146,LZ0BGM,439.300000,split,432.700000,Tone,79.7,79.7,FM,12.5,връх Мусала
1147,LZ0BGN,439.200000,-,7.600000,Tone,79.7,79.7,FM,12.5,Петрохан
1148,LZ0BOT,145.650000,-,0.600000,,88.5,88.5,FM,12.5,връх Ботев
1149,LZ0CAL,439.175000,-,7.600000,Tone,91.5,91.5,FM,12.5,Стара Загора
1150,LZ0CBK,438.600000,-,7.600000,Tone,79.7,79.7,FM,12.5,София - хотел Копитото
1151,LZ0CER,439.000000,-,7.600000,Tone,79.7,79.7,FM,12.5,София - връх Черни връх
1152,LZ0CHM,439.375000,-,7.600000,Tone,79.7,79.7,FM,12.5,Сливен - хижа Чумерна
1153,LZ0CUM,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Сливен - хижа Чумерна
1154,LZ0DAB,438.550000,-,7.600000,,88.5,88.5,DV,12.5,София - НУРТС - Копитото
1155,LZ0DAP,438.500000,-,7.600000,,88.5,88.5,DV,12.5,НУРТС - Пловдив /Здравец/
1156,LZ0DAV,438.550000,-,7.600000,,88.5,88.5,DV,12.5,НУРТС - Варна
1157,LZ0DBS,439.600000,-,7.600000,,88.5,88.5,DV,12.5,Бургас - м. Чиплака
1158,LZ0DDA,438.450000,-,7.600000,,88.5,88.5,DV,12.5,Петрохан
1160,LZ0DOE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,София - връх Черни връх
1161,LZ0DSR,439.175000,-,7.600000,,88.5,88.5,DV,12.5,София - връх Черни връх
1162,LZ0DVB,439.550000,-,7.600000,,88.5,88.5,DV,12.5,връх Ботев
1163,LZ0FSB,439.150000,-,7.600000,,88.5,88.5,FM,12.5,София - кв.Бояна
1164,LZ0GEO,438.900000,-,7.600000,Tone,74.4,74.4,FM,12.5,Пловдив - стъкларски завод до хижа Здравец
1165,LZ0HAM,439.500000,-,7.600000,Tone,79.7,79.7,FM,12.5,връх Ботев
1166,LZ0HAS,439.350000,-,7.600000,Tone,79.7,79.7,FM,12.5,Хасково
1167,LZ0IVA,439.325000,-,7.600000,Tone,91.5,91.5,FM,12.5,Кърджали
1168,LZ0KOM,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Белоградчик - кулата на НУРТС
1169,LZ0MAI,439.575000,-,7.600000,,88.5,88.5,FM,12.5,София - болница Пирогов
1170,LZ0MAR,439.125000,-,7.600000,Tone,79.7,79.7,FM,12.5,връх Шипка
1171,LZ0MSS,438.850000,-,7.600000,,88.5,88.5,FM,12.5,София - Балша
1172,LZ0ORL,145.775000,-,0.600000,,88.5,79.7,FM,12.5,Гоце Делчев - връх Ореляк
1173,LZ0PLD,438.800000,-,7.600000,Tone,79.7,79.7,FM,12.5,Пловдив
1174,LZ0PLK,439.425000,-,7.600000,Tone,103.5,103.5,FM,12.5,Павликени
1175,LZ0RCB,145.000000,+,0.600000,,88.5,88.5,FM,12.5,Бургас - м. Чиплака
1176,LZ0RDP,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Варна
1177,LZ0RKN,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Кюстендил
1178,LZ0ROJ,438.650000,-,7.600000,Tone,91.5,91.5,FM,12.5,връх Снежанка
1179,LZ0RSL,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Силистра - НУРТС
1181,LZ0SEA,439.100000,-,7.600000,Tone,79.7,79.7,FM,12.5,Бургас - вр.Еделвайс
1182,LZ0SLU,438.750000,-,7.600000,Tone,79.7,79.7,FM,12.5,Сливен - връх Карандила
1183,LZ0SLV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Сливен - връх Карандила
1184,LZ0SMN,438.700000,-,7.600000,Tone,91.5,91.5,FM,12.5,Шумен
1185,LZ0UHF,439.400000,-,7.600000,Tone,79.7,79.7,FM,12.5,София
1186,LZ0VRC,439.150000,-,7.600000,Tone,79.7,79.7,FM,12.5,Враца
1187,LZ0VRF,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Пловдив - стъкларски завод до хижа Здравец
1188,LZ0WOL,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Враца
1189,LZVARNA,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Варна
1190,MB7AM,70.260000,+,0.000000,,88.5,88.5,DV,12.5,AMERSHAM
1191,MB7FM,70.437500,+,0.000000,,88.5,88.5,DV,12.5,TRING
1192,MB7PA,70.362500,+,0.000000,,88.5,88.5,DV,12.5,LOUTH
1193,OE2XBB,439.200000,-,7.600000,Tone,88.5,88.5,FM,12.5,SCHAFBERG
1194,OE2XZR,145.687500,-,0.600000,Tone,88.5,123.0,FM,12.5,Gaisberg
1195,OE3XNR,145.637500,-,0.600000,Tone,88.5,88.5,FM,12.5,Nebelstein
1196,OE5XHO,431.150000,+,7.600000,,88.5,88.5,FM,12.5,Damberg
1197,OE5XUL,145.175000,+,0.600000,,88.5,88.5,FM,12.5,Geiersberg
1198,OE7XFJ,439.025000,-,7.600000,,88.5,88.5,FM,12.5,Harschbichl
1199,OE7XKI,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Hohe Salve
1200,OE7XZR,145.575000,split,432.575000,,88.5,88.5,FM,12.5,Zugspitze
1201,OH0RAA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Dalkarby
1202,OH1RAA,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kaarina / Kuusisto
1203,OH1RAB,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kiukainen
1204,OH1RAD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Salo
1205,OH1RAE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kankaanpää
1206,OH1RAI,145.600000,-,0.600000,Tone,103.5,103.5,FM,12.5,Uusikaupunki
1207,OH1RAU,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Turku (Åbo)
1208,OH1RAU,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Turku (Åbo)
1209,OH1RHU,29.680000,-,0.100000,,88.5,88.5,FM,12.5,Turku (Åbo)
1210,OH1RUB,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Pori
1211,OH1RUD,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Salo
1212,OH1RUE,434.700000,-,1.600000,,88.5,88.5,FM,12.5,Kankaanpää
1213,OH1RUF,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Jämijärvi / Soinninvaara
1214,OH1RUH,434.850000,-,1.000000,,88.5,88.5,FM,12.5,Parainen
1215,OH1RUK,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Rauma
1216,OH1RUL,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Kokemäki
1217,OH1RUM,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Koski
1218,OH1RUN,434.825000,-,1.000000,,88.5,88.5,FM,12.5,Uusikaupunki
1219,OH2RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Helsinki
1220,OH2RAE,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Loviisa
1221,OH2RAE,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Loviisa
1222,OH2RAH,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Karjaa
1223,OH2RAY,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Artjärvi
1224,OH2RCH,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Espoo / Juhanila
1225,OH2RCH,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Espoo / Kauniainen
1226,OH2RCH,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Lohja (Salimäki)
1227,OH2RCH,434.975000,-,1.600000,,88.5,88.5,FM,12.5,Espoo / Kauniainen
1228,OH2RCH,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Espoo / Juhanila
1229,OH2RCH,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Espoo
1230,OH2RUA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Helsinki
1231,OH2RUB,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Porvoo
1232,OH2RUF,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Vantaa
1233,OH2RUL,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Lohja
1234,OH2RUP,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Järvenpää
1235,OH3RAA,1297.050000,-,6.000000,,88.5,88.5,FM,12.5,Hämeenlinna
1236,OH3RAA,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Hämeenlinna
1237,OH3RAA,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Hämeenlinna
1238,OH3RAC,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Lahti
1239,OH3RAC,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Lahti
1240,OH3RAN,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Forssa
1241,OH3RAR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Erkylä / Hausjärvi
1242,OH3RNE,1297.000000,-,6.000000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1243,OH3RNE,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Tampere City (Tammerfors)
1244,OH3RNE,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1245,OH3RTR,51.950000,-,0.600000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1246,OH3RTR,434.950000,-,2.000000,,88.5,88.5,FM,12.5,Tampere (Tammerfors)
1247,OH3RUD,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Vesijako
1248,OH3RUR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Riihimäki
1249,OH3RUX,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Virrat
1250,OH4RAB,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Pieksämäki
1251,OH4RAC,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Mikkeli
1252,OH4RAF,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Savonlinna
1253,OH4RUB,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Pieksämäki
1254,OH4RUC,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Mikkeli
1255,OH5RAA,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kotka
1256,OH5RAB,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Joutseno
1257,OH5RAC,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kuusankoski
1258,OH5RDF,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Lappeenranta
1259,OH5RUB,434.775000,-,2.000000,,88.5,88.5,FM,12.5,Lappeenranta
1260,OH5RUG,1297.200000,-,6.000000,,88.5,88.5,FM,12.5,Kouvola
1261,OH5RUG,434.850000,-,1.000000,,88.5,88.5,FM,12.5,Kouvola
1262,OH5RUM,1297.075000,-,6.000000,,88.5,88.5,FM,12.5,Vehkalahti
1263,OH5RUM,434.925000,-,1.000000,,88.5,88.5,FM,12.5,Hamina / Vehkalahti
1264,OH6RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Vaasa
1265,OH6RAD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Jyväskylä
1266,OH6RAE,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Pihtipudas
1267,OH6RAG,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Jakobstad / Pietarsaari
1268,OH6RAH,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Seinäjoki
1269,OH6RAH,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Seinäjoki
1270,OH6RAQ,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Jämsä / Himosvuori
1271,OH6RAR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Närpiö
1272,OH6RAW,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kokkola
1273,OH6RUA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Vaasa / Vaskiluoto
1274,OH6RUB,434.625000,-,1.000000,,88.5,88.5,FM,12.5,Lapua
1275,OH6RUC,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Kaustinen
1276,OH6RUD,434.725000,-,2.000000,,88.5,88.5,FM,12.5,Jyväskylä
1277,OH6RUE,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Viitasaari
1278,OH6RUF,434.600000,-,1.600000,,88.5,88.5,FM,12.5,Isojoki
1279,OH6RUG,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Jakobstad / Pietarsaari
1280,OH6RUH,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Saarijärvi / Hirvaanmäki
1281,OH6RUJ,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Jyväskylä / Laajavuori
1282,OH6RUP,434.925000,-,1.000000,,88.5,88.5,FM,12.5,Teuva
1283,OH6RUQ,434.700000,-,1.000000,,88.5,88.5,FM,12.5,Jämsänkoski / Impivaara
1284,OH6RUR,434.800000,-,1.000000,,88.5,88.5,FM,12.5,Närpiö
1285,OH6RUT,434.875000,-,1.000000,,88.5,88.5,FM,12.5,Kauhajoki
1286,OH6RUW,434.800000,-,2.000000,,88.5,88.5,FM,12.5,Kokkola
1287,OH6RVC,51.850000,-,0.600000,,88.5,88.5,FM,12.5,Lapua
1288,OH6RVC,1297.425000,-,6.000000,,88.5,88.5,FM,12.5,Lapua
1289,OH7RAA,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kuopio
1290,OH7RAB,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Joensuu
1291,OH7RAE,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Nurmes
1292,OH7RAI,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Iisalmi
1293,OH7RUA,434.700000,-,1.600000,,88.5,88.5,FM,12.5,Kuopio
1294,OH7RUB,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Joensuu
1295,OH7RUI,434.750000,-,1.000000,,88.5,88.5,FM,12.5,Iisalmi
1296,OH7RUN,434.625000,-,1.600000,,88.5,88.5,FM,12.5,Varkaus
1297,OH8RAA,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Oulu
1298,OH8RAA,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Oulu
1299,OH8RAC,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Kuusamo / Säynäjävaara
1300,OH8RAC,434.725000,-,1.000000,,88.5,88.5,FM,12.5,Kuusamo / Säynäjävaara
1301,OH8RAK,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kajaani / Rouvankangas
1302,OH8RAU,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Nivala
1303,OH8RUB,434.675000,-,1.000000,,88.5,88.5,FM,12.5,Kajaani
1304,OH8RUD,434.975000,-,2.000000,,88.5,88.5,FM,12.5,Oulu
1305,OH8RUR,434.925000,-,2.000000,,88.5,88.5,FM,12.5,Pattijoki
1306,OH8RUU,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Ylivieska
1307,OH9RAB,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Rovaniemi / Salmenvaara
1308,OH9RAC,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kemijärvi
1309,OH9RAR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Tervola
1310,OH9RAT,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Kolari / Yllästunturi
1311,OH9RUA,434.900000,-,1.600000,,88.5,88.5,FM,12.5,Kemi
1312,OH9RUB,434.700000,-,2.000000,,88.5,88.5,FM,12.5,Rovaniemi / Salmenvaara
1313,OH9RUR,434.775000,-,1.000000,,88.5,88.5,FM,12.5,Tornio / Röyttä
1314,OH9RUT,434.650000,-,1.000000,,88.5,88.5,FM,12.5,Yllästunturi
1315,OK0A,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Havlíčkův Brod - Květnov
1316,OK0AA,145.662500,-,0.600000,Tone,103.5,103.5,FM,12.5,Mešnice, okr. Pelhřimov
1317,OK0ABA,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Brno - OK2KOJ při VUT
1318,OK0AC,145.762500,-,0.600000,Tone,88.5,88.5,FM,12.5,Drahlín
1319,OK0ACC,145.762500,-,0.600000,Tone,136.5,136.5,FM,12.5,Obecnice, Drahlín - Sádka
1320,OK0AD,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,Ostrava-Poruba
1321,OK0AE,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Krkavec
1322,OK0AG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Třebíč - Dalešice
1323,OK0AH,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Uherský Brod
1324,OK0B,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Jablonec
