Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
381,SR9BSR,438.250000,-,7.600000,Tone,74.4,88.5,FM,12.5,Góra Szyndzielnia
382,SR9C,145.600000,-,0.600000,Tone,103.5,103.5,FM,12.5,Kraków
384,SR9CZ,439.175000,-,7.600000,,88.5,88.5,DV,12.5,Częstochowa
385,SR9CZE,439.562500,-,7.600000,Tone,67.0,67.0,FM,12.5,Częstochowa
395,SR9DV,438.325000,-,7.600000,Tone,67.0,88.5,FM,12.5,Węgrzce
396,SR9DX,145.575000,-,0.600000,Tone,71.9,71.9,FM,12.5,Bytom
398,SR9E,145.725000,-,0.600000,Tone,71.9,71.9,FM,12.5,Siemianowice Śląskie
399,SR9EE,438.875000,-,7.600000,Tone,67.0,88.5,FM,12.5,Skrzyczne EMITEL
400,SR9EHO,29.610000,+,0.000000,Tone,107.2,107.2,FM,12.5,Nowy Sącz
401,SR9FSR,439.412500,-,7.600000,Tone,67.0,67.0,FM,12.5,Wola
402,SR9FUN,29.660000,-,0.100000,,88.5,107.2,FM,12.5,Wysokie
403,SR9GC,438.925000,-,7.600000,,88.5,88.5,FM,12.5,Gliwice
404,SR9GP,438.650000,-,7.600000,,88.5,88.5,FM,12.5,Szczawnica (Góra Przehyba)
405,SR9J,145.787500,-,0.600000,Tone,123.0,123.0,FM,12.5,Częstochowa
406,SR9JK,438.800000,-,7.600000,Tone,94.8,88.5,FM,12.5,Włodowice
408,SR9K,145.750000,-,0.600000,Tone,103.5,88.5,FM,12.5,Siercza k/Wieliczki
409,SR9KD,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Sosnowiec
410,SR9KM,438.975000,-,7.600000,Tone,71.9,71.9,FM,12.5,Krupski Młyn
411,SR9KR,439.275000,-,7.600000,,88.5,88.5,DV,12.5,Kraków
412,SR9KS,438.900000,-,7.600000,Tone,103.5,103.5,FM,12.5,Siercza k/Wieliczki
413,SR9KW,439.025000,-,7.600000,Tone,67.0,67.0,FM,12.5,Pogrzebień
414,SR9L,145.687500,-,0.600000,Tone,107.2,88.5,FM,12.5,Limanowa
415,SR9LC,438.700000,-,7.600000,Tone,71.9,71.9,FM,12.5,Lubecko
416,SR9LI,438.675000,-,7.600000,,88.5,88.5,FM,12.5,Pasierbiec
417,SR9LK,1298.500000,-,28.000000,,88.5,88.5,FM,12.5,Siercza k/Wieliczki
418,SR9NJ,438.700000,-,7.600000,Tone,103.5,103.5,FM,12.5,Krynica Zdrój, Jaworzyna (górna stacja kolejki gondolowej
419,SR9NS,439.225000,-,7.600000,Tone,107.2,107.2,FM,12.5,Nowy Sącz
421,SR9NSK,434.675000,+,0.000000,,88.5,88.5,FM,12.5,Skrzyczne
422,SR9OA,438.750000,-,7.600000,Tone,107.2,88.5,FM,12.5,Wieża widokowa Dąbrowa
423,SR9P,145.650000,-,0.600000,Tone,103.5,88.5,FM,12.5,Góra Koskowa POLKOMTEL
424,SR9PC,438.850000,-,7.600000,Tone,103.5,103.5,FM,12.5,Góra Koskowa POLKOMTEL
425,SR9PS,439.250000,-,7.600000,Tone,67.0,67.0,FM,12.5,Pszów
428,SR9S,145.775000,-,0.600000,Tone,67.0,67.0,FM,12.5,Wola
429,SR9SA,439.450000,-,7.600000,Tone,67.0,67.0,FM,12.5,Góra Szyndzielnia, Bielsko-Biała
430,SR9SC,438.962500,-,7.600000,Tone,67.0,67.0,FM,12.5,Cieszyn
431,SR9SE,439.200000,-,7.600000,Tone,71.9,88.5,FM,12.5,Będzin
434,SR9SS,439.100000,-,7.600000,Tone,71.9,71.9,FM,12.5,Siemianowice Śląskie
436,SR9TB,438.775000,-,7.600000,Tone,103.5,103.5,FM,12.5,Góra Wał - Tarnów
437,SR9TG,145.612500,-,0.600000,Tone,71.9,71.9,FM,12.5,Tarnowskie Góry
439,SR9TRZ,438.575000,-,7.600000,Tone,67.0,88.5,FM,12.5,Trzebinia
442,SR9UV,439.337500,-,7.600000,,88.5,88.5,DV,12.5,Włodowice
444,SR9UVJ-B,439.500000,-,7.600000,,88.5,88.5,DV,12.5,Krynica Zdrój - Jaworzyna (górna stacja kolejki gondolowej)
445,SR9UVJ-C,145.787500,-,0.600000,,88.5,88.5,DV,12.5,Krynica Zdrój - Jaworzyna (górna stacja kolejki gondolowej)
449,SR9UVP,439.362500,-,7.600000,,88.5,88.5,DV,12.5,Góra Koskowa POLKOMTEL
452,SR9UVU,439.162500,-,7.600000,,88.5,88.5,DV,12.5,Skrzyczne
453,SR9UVZ,439.200000,-,7.600000,,88.5,88.5,DV,12.5,Góra Gubałówka EMITEL
457,SR9VO,439.075000,-,7.600000,Tone,103.5,103.5,FM,12.5,Tarnów
459,SR9VVO,439.437500,-,7.600000,,88.5,88.5,DV,12.5,Lichwin
460,SR9X,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Góra Gubałówka EMITEL
461,SR9Z,145.737500,-,0.600000,Tone,107.2,107.2,FM,12.5,Przehyba
462,SR9ZAR,439.537500,-,7.600000,Tone,67.0,67.0,FM,12.5,Góra Żar
464,DB0AER,439.400000,-,7.600000,,88.5,88.5,FM,12.5,Auerbach / Erzgebirge
465,DB0ANA,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Pöhlberg,  Annaberg
466,DB0ARB,439.225000,-,7.600000,Tone,71.9,71.9,FM,12.5,Großer Arber
467,DB0ARB,145.675000,-,0.600000,Tone,71.9,88.5,FM,12.5,Großer Arber
468,DB0AV,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Rosenheim
469,DB0BEL,439.175000,-,7.600000,,88.5,88.5,FM,12.5,Belzig
470,DB0BKN,439.250000,-,7.600000,,88.5,88.5,FM,12.5,
471,DB0BLO,439.275000,-,7.600000,,88.5,88.5,FM,12.5,Berlin-Ost
472,DB0BRH,439.312500,-,7.600000,,88.5,88.5,FM,12.5,Heidelstein
473,DB0BRL,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Berlin-Hohenschönhausen
474,DB0CAL,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Calau
475,DB0CBS,438.850000,-,7.600000,,88.5,88.5,FM,12.5,Cottbus
476,DB0CHA,1298.375000,-,28.000000,,88.5,88.5,FM,12.5,Eschlmais
477,DB0CHA,438.925000,-,7.600000,Tone,71.9,71.9,FM,12.5,Eschlmais
478,DB0CSD,438.700000,-,7.000000,,88.5,88.5,FM,12.5,Chemnitz
479,DB0DD,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Dresden-Hellerau
481,DB0DO,145.737500,-,0.600000,Tone,67.0,67.0,FM,12.5,Dortmund
482,DB0DS,439.487500,-,7.600000,,88.5,88.5,FM,12.5,Dortmund
483,DB0DVR,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Steinbergstrasse, Braunschweig
484,DB0DVR,438.575000,-,7.600000,,88.5,88.5,FM,12.5,Wendenstraße, Braunschweig
485,DB0EG,438.675000,-,7.600000,,88.5,88.5,FM,12.5,Schoeppingen
486,DB0EHS,439.450000,-,7.600000,,88.5,88.5,DV,12.5,Eisenhüttenstadt
487,DB0EL,439.275000,-,7.600000,,88.5,88.5,FM,12.5,
488,DB0ERZ,439.112500,-,7.600000,,88.5,88.5,FM,12.5,Auersberg
489,DB0FFO,438.650000,-,7.600000,,88.5,88.5,FM,12.5,Eisenhuettenstadt
490,DB0FOD,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Frankfurt n/Oder
491,DB0FRO,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Frankfurt n/Oder
492,DB0FUL,438.687500,-,7.600000,,88.5,88.5,FM,12.5,Fulda
493,DB0GRZ,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Goerlitz
494,DB0GRZ,439.400000,-,7.600000,,88.5,67.0,FM,12.5,Goerlitz
495,DB0GRZ-2M,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Goerlitz
496,DB0HEL,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Helgoland
497,DB0HHO-C,145.612500,-,0.600000,,88.5,88.5,DV,12.5,Großhansdorf
498,DB0HRM,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Hoher Meissner, HR-Turm
499,DB0HRM,439.525000,-,7.600000,,88.5,88.5,DV,12.5,Hoher Meissner, HR-Turm
500,DB0HZL,439.400000,-,7.600000,,88.5,88.5,FM,12.5,Ratzeburg
501,DB0IF,439.025000,-,7.600000,,88.5,88.5,FM,12.5,Fehmarn / Puttgarden
502,DB0LAU,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Lausche/Waltersdorf
503,DB0LBH,438.925000,-,7.600000,,88.5,88.5,FM,12.5,Deditz, 04685 Nerchau, Niemcy
504,DB0LEI,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Völkerschlachtdenkmal Leipzig
505,DB0LOE,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Kottmar / Lobau
506,DB0LOS,438.775000,-,7.600000,,88.5,88.5,FM,12.5,Rauener Berge
507,DB0LS,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Oberdorf von Lauchhammer OT Kostebrau Oberdorf von Lauchhammer OT Kostebrau
508,DB0LUC,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Gehren
509,DB0LUD,438.575000,-,7.600000,,88.5,88.5,FM,12.5,Ludwigsfelde
510,DB0MAR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Timmendorfer Strand
511,DB0MAR-B,439.850000,-,9.400000,,88.5,88.5,DV,12.5,Timmendorfer Strand
512,DB0MDW-C,144.937500,+,0.000000,,88.5,88.5,DV,12.5,Meddewade
513,DB0NFL,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Forst (Lausitz)
514,DB0OAL,438.937500,-,7.600000,,88.5,88.5,FM,12.5,Tegelberg
516,DB0PC,439.100000,-,7.600000,,88.5,88.5,FM,12.5,Bungsberg
517,DB0PDM,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Potsdam, Germany
518,DB0PIB-2M,145.575000,-,0.600000,,88.5,88.5,FM,12.5,Großer Picho bei Wilthen
520,DB0QG,438.975000,-,7.600000,,88.5,88.5,FM,12.5,Altenschneeberg
521,DB0RAG,439.300000,-,7.600000,,88.5,88.5,FM,12.5,Ragow
522,DB0RIG,145.175000,+,0.600000,,88.5,88.5,FM,12.5,Göppingen
523,DB0RIG,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Göppingen
524,DB0RKS,431.900000,+,7.600000,Tone,250.3,250.3,FM,12.5,
525,DB0RUG,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Bergen auf Rügem
527,DB0SL,145.700000,-,0.600000,Tone,71.9,71.9,FM,12.5,Greising
528,DB0SL,439.050000,-,7.600000,,88.5,71.9,FM,12.5,
529,DB0SMB,438.975000,-,7.600000,Tone,100.0,100.0,FM,12.5,Salzgitter Watenstedt
530,DB0SP,145.600000,-,0.600000,,88.5,141.3,FM,12.5,Berlin-Wannsee, Fernmeldeturm Schäferberg
531,DB0SP,439.425000,-,7.600000,,88.5,141.3,FM,12.5,Berlin-Wannsee, Fernmeldeturm Schäferberg
532,DB0SPB,439.300000,-,7.600000,,88.5,88.5,DV,12.5,Spitzbergstraße 6, 02791 Oderwitz, Deutschland
534,DB0SX,439.050000,-,7.600000,,88.5,88.5,FM,12.5,Berlin-Charlottenburg
535,DB0SY,438.625000,-,7.600000,,88.5,74.4,FM,12.5,Hamburg-Lohbrügge
536,DB0TFL,438.800000,-,7.600000,,88.5,88.5,FM,12.5,Baruth/Mark
537,DB0TK,145.750000,-,0.600000,,88.5,100.0,FM,12.5,Regensburg - Keilberg
538,DB0TR,438.700000,-,7.600000,,88.5,88.5,FM,12.5,
539,DB0TRS,439.125000,-,7.600000,,88.5,88.5,FM,12.5,
540,DB0TT,438.650000,-,7.600000,Tone,67.0,67.0,FM,12.5,Dortmund
542,DB0TUD,438.875000,-,7.600000,,88.5,88.5,FM,12.5,Dresden - (Technische Universität)
543,DB0UA,438.675000,-,7.600000,,88.5,88.5,FM,12.5,Augsburg
544,DB0UA,145.637500,-,0.600000,Tone,88.5,88.5,FM,12.5,Augsburg
545,DB0UE,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Fulda
546,DB0UG,439.025000,-,7.600000,Tone,67.0,88.5,FM,12.5,Paderborn-Eggegebirge
547,DB0WAS,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Wasserkuppe / Hessen
548,DB0WBE,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Elsterwerda, Niemcy
549,DB0WBG,439.200000,-,7.600000,,88.5,88.5,FM,12.5,Wittenberg
550,DB0WIT,145.737500,-,0.600000,,88.5,88.5,FM,12.5,Wittstock-Pritzwalk
551,DB0WK,439.462500,-,7.600000,,88.5,88.5,DV,12.5,Wasserkuppe / Hessen
553,DB0WM,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Münster
554,DB0WOF,439.075000,-,7.600000,,88.5,88.5,FM,12.5,Wolfen
555,DB0WOL,439.150000,-,7.600000,,88.5,88.5,FM,12.5,Wollenberg
556,DB0XH,145.662500,-,0.600000,,88.5,88.5,FM,12.5,Hamburg-Blankenese
557,DB0XJ,438.800000,-,7.600000,,88.5,88.5,FM,12.5,Stade
558,DB0XK,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Kalmit
559,DB0XL,438.900000,-,7.600000,,88.5,88.5,FM,12.5,Lübeck
560,DB0YC,145.637500,-,0.600000,Tone,71.9,71.9,FM,12.5,Kreuzhaus
561,DB0ZD,439.000000,-,7.600000,,88.5,88.5,FM,12.5,Mittagberg
562,DB0ZH,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Heidelberg
563,DB0ZO,145.762500,-,0.600000,Tone,123.0,123.0,FM,12.5,Dörenberg
564,DB0ZU,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Zugspitze
565,DB0ZU,438.850000,-,7.600000,,88.5,88.5,FM,12.5,Zugspitze
566,DB0ZU,1298.600000,-,28.000000,,88.5,88.5,FM,12.5,Zugspitze
567,DF0HHH,438.700000,-,7.600000,,88.5,67.0,FM,12.5,Hamburg Rosengarten
569,DM0BGH,438.625000,-,7.600000,,88.5,88.5,FM,12.5,
571,DM0LUE B,439.550000,-,7.600000,,88.5,88.5,DV,12.5,Lüdersdorf
572,DM0ULR,145.787500,-,0.600000,Tone,141.3,141.3,FM,12.5,Wendelstein
573,DO0ERK,145.762500,-,0.600000,,88.5,88.5,DV,12.5,Erkrath
574,DO0LEE,438.212500,-,7.600000,Tone,67.0,88.5,FM,12.5,Riedstadt
575,DO0SMZ,439.300000,-,7.600000,Tone,67.0,88.5,FM,12.5,Mainz - ZDF Television Center
576,ED8ZAB,438.462500,-,7.580000,,88.5,88.5,DV,12.5,Cumbre Gran Canaria
577,EU1,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,Minsk
578,EU1,438.125000,+,0.000000,,88.5,88.5,FM,12.5,Mińsk
579,EU1A00R,438.725000,-,7.500000,,88.5,88.5,FM,12.5,Mińsk
580,EU1A01R,438.825000,-,7.600000,,88.5,88.5,FM,12.5,Minsk
581,EU1XX,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Brest
582,EU1XXXX,438.700000,-,7.600000,,88.5,67.0,FM,12.5,Bobrujsk
583,EU2XX,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Novopolock
584,EU3XX,438.950000,-,7.600000,,88.5,88.5,FM,12.5,Brest
585,EU4XX,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Bobrujsk
586,EU4XXX,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Osipovichi
587,EU5XX,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Soligorsk
588,EU8A00R,434.600000,-,1.600000,Tone,162.2,162.2,FM,12.5,Gomel
589,EV4UHF,439.425000,-,7.600000,Tone,67.0,67.0,FM,12.5,Grodno
590,EV4VHF,145.775000,-,0.600000,,88.5,67.0,FM,12.5,Grodno
591,F5ZFF,145.637500,-,0.600000,,88.5,88.5,FM,12.5,Mont Saint Aignan
592,F5ZSS,145.675000,-,0.600000,,88.5,88.5,FM,12.5,BARBAZAN-DEBAT
593,F5ZTU,431.725000,split,430.125000,,88.5,88.5,FM,12.5,LOURDES -65
594,F5ZUL,145.775000,-,0.600000,,88.5,88.5,FM,12.5,LABENNE
595,F5ZUW,431.925000,-,1.600000,,88.5,88.5,FM,12.5,La Pierre St Martin - 64
596,F6ZCV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,LA PIERRE SAINT-MARTIN  -  64
597,GB3AA,145.662500,-,0.600000,Tone,94.8,88.5,FM,12.5,BRISTOL
598,GB3AB,433.175000,+,1.600000,Tone,82.5,88.5,FM,12.5,SHEFFIELD
599,GB3AC,430.975000,+,7.600000,Tone,94.8,88.5,FM,12.5,LYDNEY GLOS
600,GB3AG,145.725000,-,0.600000,Tone,94.8,88.5,FM,12.5,FORFAR
601,GB3AH,433.275000,+,1.600000,Tone,94.8,88.5,FM,12.5,EAST DEREHAM
602,GB3AK,1297.350000,-,6.000000,Tone,94.8,88.5,FM,12.5,BRISTOL
603,GB3AL,145.737500,-,0.600000,,88.5,88.5,FM,12.5,AMERSHAM
604,GB3AM,50.840000,+,0.500000,,88.5,88.5,FM,12.5,AMERSHAM
605,GB3AN,433.200000,+,1.600000,Tone,110.9,88.5,FM,12.5,AMLWCH
606,GB3AR,145.700000,-,0.600000,Tone,110.9,88.5,FM,12.5,CAERNARFON
607,GB3AS,145.600000,-,0.600000,,88.5,88.5,FM,12.5,LANGHOLM
608,GB3AU,433.175000,+,1.600000,Tone,82.5,88.5,FM,12.5,AMERSHAM
609,GB3AV,433.050000,+,1.600000,Tone,118.8,88.5,FM,12.5,AYLESBURY
610,GB3AW,433.250000,+,1.600000,Tone,71.9,88.5,FM,12.5,NEWBURY
611,GB3AY,145.650000,-,0.600000,Tone,103.5,88.5,FM,12.5,DALRY
612,GB3BB,145.700000,-,0.600000,Tone,94.8,88.5,FM,12.5,BRECON
613,GB3BC,145.750000,-,0.600000,Tone,94.8,88.5,FM,12.5,PONTYPRIDD
614,GB3BE,430.862500,+,7.600000,Tone,118.8,88.5,FM,12.5,DUNS
615,GB3BF,145.787500,-,0.600000,,88.5,88.5,FM,12.5,BEDFORD
616,GB3BG,433.225000,+,1.600000,Tone,94.8,88.5,FM,12.5,BLAENAVON
617,GB3BH,10065.000000,+,250.000000,,88.5,88.5,DV,12.5,WATFORD
618,GB3BI,145.725000,-,0.600000,,88.5,88.5,FM,12.5,INVERNESS
619,GB3BK,1299.850000,-,6.000000,Tone,103.5,88.5,FM,12.5,BROMLEY
620,GB3BL,433.175000,+,1.600000,,88.5,88.5,FM,12.5,BEDFORD
621,GB3BM,145.712500,-,0.600000,,88.5,88.5,FM,12.5,BIRMINGHAM
622,GB3BN,433.000000,+,1.600000,Tone,118.8,88.5,FM,12.5,BRACKNELL
623,GB3BP,430.887500,+,7.600000,,88.5,88.5,FM,12.5,BELPER
624,GB3BR,433.150000,+,1.600000,Tone,88.5,88.5,FM,12.5,BRIGHTON
625,GB3BS,430.850000,+,7.600000,Tone,118.8,88.5,FM,12.5,BRISTOL
626,GB3BT,145.700000,-,0.600000,Tone,118.8,88.5,FM,12.5,BERWICK ON TWEED
627,GB3BV,433.025000,+,1.600000,Tone,118.8,88.5,FM,12.5,HEMEL HEMPSTEAD
628,GB3BX,145.675000,-,0.600000,Tone,146.2,88.5,FM,12.5,MUCH WENLOCK
629,GB3BZ,430.850000,+,7.600000,Tone,110.9,88.5,FM,12.5,BRAINTREE
630,GB3CA,433.325000,+,1.600000,,88.5,88.5,FM,12.5,CARLISLE
631,GB3CB,433.350000,+,1.600000,,88.5,88.5,FM,12.5,BIRMINGHAM
632,GB3CC,430.962500,+,7.600000,Tone,88.5,88.5,FM,12.5,CHICHESTER
633,GB3CD,145.687500,-,0.600000,Tone,118.8,88.5,FM,12.5,CROOK
634,GB3CE,433.350000,+,1.600000,Tone,110.9,88.5,FM,12.5,COLCHESTER
635,GB3CF,145.600000,-,0.600000,,88.5,88.5,FM,12.5,MARKFIELD
636,GB3CG,145.725000,-,0.600000,Tone,118.8,88.5,FM,12.5,GLOUCESTER
637,GB3CH,433.050000,+,1.600000,,88.5,88.5,FM,12.5,LISKEARD
638,GB3CI,430.825000,+,7.600000,,88.5,88.5,FM,12.5,CORBY
639,GB3CJ,29.640000,-,0.100000,,88.5,88.5,FM,12.5,NORTHAMPTON
640,GB3CK,433.000000,+,1.600000,Tone,103.5,88.5,FM,12.5,CHARING KENT
641,GB3CL,433.225000,+,1.600000,Tone,103.5,88.5,FM,12.5,CLACTON
642,GB3CM,433.200000,+,1.600000,Tone,94.8,88.5,FM,12.5,CARMARTHEN
643,GB3CO,145.662500,-,0.600000,,88.5,88.5,FM,12.5,CORBY
644,GB3CP,145.737500,-,0.600000,Tone,110.9,88.5,FM,12.5,FERMANAGH
645,GB3CR,433.150000,+,1.600000,Tone,110.9,88.5,FM,12.5,CAERGWRLE
646,GB3CS,145.750000,-,0.600000,Tone,103.5,88.5,FM,12.5,MOTHERWELL
647,GB3CV,433.225000,+,1.600000,,88.5,88.5,FM,12.5,COVENTRY
648,GB3CW,433.100000,+,1.600000,Tone,103.5,88.5,FM,12.5,NEWTOWN POWYS
649,GB3CZ,2432.000000,-,85.500000,,88.5,88.5,DV,12.5,CLACTON
650,GB3DA,145.725000,-,0.600000,Tone,110.9,88.5,FM,12.5,DANBURY
651,GB3DB,50.770000,+,0.500000,Tone,110.9,88.5,FM,12.5,DANBURY
652,GB3DC,145.687500,-,0.600000,Tone,71.9,88.5,FM,12.5,DERBY
653,GB3DD,433.250000,+,1.600000,Tone,94.8,88.5,FM,12.5,DUNDEE
654,GB3DE,433.175000,+,1.600000,Tone,110.9,88.5,FM,12.5,IPSWICH
655,GB3DG,145.775000,-,0.600000,Tone,103.5,88.5,FM,12.5,NEWTON STEWART
656,GB3DI,433.150000,+,1.600000,Tone,118.8,88.5,FM,12.5,DIDCOT
657,GB3DK,1302.000000,-,42.000000,,88.5,88.5,DV,12.5,STELLING MINNIS
658,GB3DM,430.925000,+,7.600000,Tone,103.5,88.5,FM,12.5,DUMBARTON
659,GB3DN,145.637500,-,0.600000,,88.5,88.5,FM,12.5,STIBB CROSS
660,GB3DQ,430.975000,+,7.600000,,88.5,88.5,FM,12.5,POLPERRO
661,GB3DR,145.737500,-,0.600000,Tone,71.9,88.5,FM,12.5,DORCHESTER
662,GB3DS,433.325000,+,1.600000,Tone,71.9,88.5,FM,12.5,WORKSOP
663,GB3DT,433.000000,+,1.600000,Tone,71.9,88.5,FM,12.5,BLANDFORD
664,GB3DU,145.762500,-,0.600000,Tone,118.8,88.5,FM,12.5,DUNS
665,GB3DV,433.025000,+,1.600000,Tone,71.9,88.5,FM,12.5,MALTBY
666,GB3DW,145.662500,-,0.600000,Tone,110.9,88.5,FM,12.5,HARLECH
667,GB3DX,433.300000,+,1.600000,Tone,110.9,88.5,FM,12.5,DERRY/LONDONDERRY
668,GB3DY,433.250000,+,1.600000,Tone,71.9,88.5,FM,12.5,WIRKSWORTH
669,GB3EA,145.687500,-,0.600000,Tone,110.9,88.5,FM,12.5,WICKHAMBROOK
670,GB3EB,145.787500,-,0.600000,Tone,88.5,88.5,FM,12.5,UCKFIELD
671,GB3EC,50.830000,+,0.500000,Tone,110.9,88.5,FM,12.5,BURY ST EDMUNDS
672,GB3ED,433.350000,+,1.600000,Tone,94.8,88.5,FM,12.5,EDINBURGH
673,GB3EE,433.300000,+,1.600000,Tone,71.9,88.5,FM,12.5,CHESTERFIELD
674,GB3EF,50.720000,+,0.500000,Tone,110.9,88.5,FM,12.5,STOWMARKET
675,GB3EH,433.200000,+,1.600000,,88.5,88.5,FM,12.5,EDGE HILL
676,GB3EI,145.612500,-,0.600000,Tone,88.5,88.5,FM,12.5,CLACHAN NORTH UIST
677,GB3EK,430.887500,+,7.600000,Tone,103.5,88.5,FM,12.5,MARGATE
678,GB3EL,145.600000,-,0.600000,Tone,82.5,88.5,FM,12.5,LONDON
679,GB3EN,1312.000000,-,63.000000,,88.5,88.5,DV,12.5,NORTH LONDON
680,GB3ER,433.075000,+,1.600000,Tone,110.9,88.5,FM,12.5,DANBURY
681,GB3ES,145.675000,-,0.600000,Tone,103.5,88.5,FM,12.5,HASTINGS
682,GB3EV,145.700000,-,0.600000,,88.5,88.5,FM,12.5,DUFTON
683,GB3EW,145.612500,-,0.600000,,88.5,88.5,FM,12.5,EXETER
684,GB3EX,430.950000,+,7.600000,,88.5,88.5,FM,12.5,SILVERTON
685,GB3EY,1308.000000,-,60.000000,,88.5,88.5,DV,12.5,ALDBROUGH
686,GB3EZ,430.975000,+,7.600000,Tone,110.9,88.5,FM,12.5,WICKHAMBROOK
687,GB3FC,430.850000,+,7.600000,Tone,82.5,88.5,FM,12.5,BLACKPOOL
688,GB3FE,145.662500,-,0.600000,Tone,103.5,88.5,FM,12.5,STIRLING
689,GB3FF,145.600000,-,0.600000,Tone,103.5,88.5,FM,12.5,KELTY
690,GB3FG,145.712500,-,0.600000,Tone,94.8,88.5,FM,12.5,CARMARTHEN
691,GB3FH,50.770000,+,0.500000,,88.5,88.5,FM,12.5,SOMERSET
692,GB3FI,430.925000,+,7.600000,,88.5,88.5,FM,12.5,CHEDDAR
693,GB3FJ,430.950000,+,7.600000,Tone,71.9,88.5,FM,12.5,ASGARBY
694,GB3FK,145.750000,-,0.600000,Tone,103.5,88.5,FM,12.5,FOLKESTONE
695,GB3FM,1297.050000,-,6.000000,,88.5,88.5,FM,12.5,FARNHAM
696,GB3FN,433.375000,+,1.600000,Tone,82.5,88.5,FM,12.5,FARNHAM
697,GB3FR,145.775000,-,0.600000,Tone,71.9,88.5,FM,12.5,SPILSBY LINCS.
698,GB3FX,50.810000,+,0.500000,Tone,82.5,88.5,FM,12.5,FARNHAM
699,GB3FY,10240.000000,+,185.000000,,88.5,88.5,DV,12.5,FLEETWOOD
700,GB3GB,433.300000,+,1.600000,,88.5,88.5,FM,12.5,BIRMINGHAM
701,GB3GC,50.730000,+,0.500000,Tone,77.0,88.5,FM,12.5,GUNNISLAKE
702,GB3GD,145.625000,-,0.600000,Tone,110.9,88.5,FM,12.5,SNAEFELL IOM
703,GB3GF,433.300000,+,1.600000,Tone,88.5,88.5,FM,12.5,GUILDFORD
704,GB3GH,433.125000,+,1.600000,Tone,118.8,88.5,FM,12.5,GLOUCESTER
705,GB3GJ,145.637500,-,0.600000,Tone,71.9,88.5,FM,12.5,ST HELIER
706,GB3GL,430.900000,+,7.600000,Tone,103.5,88.5,FM,12.5,GLASGOW
707,GB3GN,145.775000,-,0.600000,,88.5,88.5,FM,12.5,BANCHORY
709,GB3GR,430.850000,+,7.600000,Tone,71.9,88.5,FM,12.5,GRANTHAM
710,GB3GT,50.830000,+,0.500000,Tone,103.5,88.5,FM,12.5,LUDLOW
711,GB3GU,433.325000,+,1.600000,Tone,71.9,88.5,FM,12.5,GUERNSEY
712,GB3GV,1318.500000,-,69.500000,,88.5,88.5,DV,12.5,MARKFIELD
713,GB3GX,29.690000,-,0.100000,Tone,103.5,88.5,FM,12.5,LUDLOW
714,GB3GY,433.275000,+,1.600000,Tone,88.5,88.5,FM,12.5,CLEETHORPES
715,GB3HA,145.750000,-,0.600000,Tone,118.8,88.5,FM,12.5,CORBRIDGE
716,GB3HB,433.375000,+,1.600000,,88.5,88.5,FM,12.5,ROCHE
717,GB3HC,433.150000,+,1.600000,Tone,118.8,88.5,FM,12.5,HEREFORD
718,GB3HD,433.225000,+,1.600000,Tone,82.5,88.5,FM,12.5,HUDDERSFIELD
719,GB3HE,433.350000,+,1.600000,Tone,103.5,88.5,FM,12.5,HASTINGS
