Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
882,MB7IAG,145.212500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,FORFAR,,,,
883,MB7IAS,430.037500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,FRAMLINGHAM,,,,
884,MB7IAS,144.962500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,FRAMLINGHAM,,,,
885,MB7IAT,144.900000,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,ALFRETON,,,,
886,MB7IBG,430.012500,,0.000000,Tone,67.0,67.0,023,NN,FM,12.50,,BIGGLESWADE,,,,
887,MB7IBH,145.337500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,ALEXANDRIA,,,,
888,MB7IBL,144.900000,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,BURNLEY,,,,
889,MB7IBR,144.962500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,BROMLEY,,,,
890,MB7IBT,430.050000,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,MOLD,,,,
891,MB7IBW,144.912500,,0.000000,Tone,88.5,88.5,023,NN,FM,12.50,,WAKEFIELD,,,,
892,MB7IBX,144.900000,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,BEXHILL-ON-SEA,,,,
893,MB7IBY,430.050000,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,BARNSLEY,,,,
894,MB7IBZ,144.962500,-,144.962500,Tone,77.0,77.0,023,NN,FM,12.50,,WORKSOP,,,,
895,MB7ICC,145.212500,,0.000000,Tone,118.8,118.8,023,NN,FM,12.50,,STOCKTON-ON-TEES,,,,
896,MB7ICW,145.212500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,WEST DRAYTON,,,,
897,MB7ICY,145.225000,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,CHORLEY,,,,
898,MB7IDA,145.337500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,CHELMSFORD,,,,
899,MB7IDC,145.237500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,MOLD,,,,
900,MB7IDD,430.062500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,DUNDEE,,,,
901,MB7IDD,145.237500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,DUNDEE,,,,
902,MB7IDG,144.962500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,ALEXANDRIA,,,,
903,MB7IDJ,144.912500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,LEIGH,,,,
904,MB7IDL,145.237500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,DALBEATTIE,,,,
905,MB7IDP,145.337500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,WOLVERHAMPTON,,,,
906,MB7IDT,145.337500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,AMPTHILL,,,,
907,MB7IEC,144.912500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,CARDIFF,,,,
908,MB7IEG,430.012500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SUNNINGDALE,,,,
909,MB7IET,145.337500,-,145.337500,Tone,118.8,118.8,023,NN,FM,12.50,,RICHMOND ,,,,
910,MB7IEY,145.287500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,NR EYE,,,,
911,MB7IFA,144.900000,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,FAREHAM,,,,
912,MB7IFC,430.012500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SUTTON IN ASHFIELD,,,,
913,MB7IFD,144.912500,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,FLEETWOOD,,,,
914,MB7IFN,145.237500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,NEWPORT,,,,
915,MB7IFZ,145.287500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,FRIZINGTON,,,,
916,MB7IGC,145.212500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,SHEFFIELD,,,,
917,MB7IGG,145.225000,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SWANSEA,,,,
918,MB7IGG,145.225000,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SWANSEA,,,,
919,MB7IGN,430.025000,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,GNOSALL,,,,
920,MB7IGW,430.075000,-,430.075000,Tone,118.8,118.8,023,NN,FM,12.50,,WASHINGTON,,,,
921,MB7IHE,145.225000,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,HERTFORD,,,,
922,MB7IHU,145.237500,-,145.237500,Tone,94.8,94.8,023,NN,FM,12.50,,HEACHAM  KING'S LYNN,,,,
923,MB7IHU,430.075000,-,430.075000,Tone,94.8,94.8,023,NN,FM,12.50,,HEACHAM  KING'S LYNN,,,,
924,MB7IJM,145.237500,,0.000000,Tone,67.0,67.0,023,NN,FM,12.50,,DUNSTABLE,,,,
925,MB7IJS,430.075000,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,BURNTWOOD,,,,
926,MB7IJT,144.962500,,0.000000,Tone,67.0,67.0,023,NN,FM,12.50,,LEIGHTON BUZZARD ,,,,
927,MB7IJZ,145.337500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,EASTLEIGH,,,,
928,MB7IKL,144.962500,-,144.962500,Tone,77.0,77.0,023,NN,FM,12.50,,CHIPPENHAM,,,,
929,MB7IKP,144.962500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,COMBER,,,,
930,MB7IKX,430.012500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,KNIGHTON,,,,
931,MB7ILA,144.962500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,KEITH,,,,
932,MB7ILB,145.287500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,ROTHERHAM,,,,
933,MB7ILH,144.962500,,0.000000,Tone,67.0,67.0,023,NN,FM,12.50,,LEAMINGTON SPA,,,,
934,MB7ILO,29.270000,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,LINCOLN,,,,
935,MB7ILO,145.337500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,LINCOLN,,,,
936,MB7ILP,144.962500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,PWLLHELI,,,,
937,MB7ILV,145.212500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,LIVERPOOL,,,,
938,MB7IMH,430.025000,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,MELKSHAM,,,,
939,MB7IMM,430.012500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,DONCASTER,,,,
940,MB7IMS,430.025000,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,LOUGHTON,,,,
941,MB7IMS,145.237500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,LOUGHTON,,,,
942,MB7IMT,144.912500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,MARKET HARBOROUGH,,,,
943,MB7IMT,430.037500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,MARKET HARBOROUGH,,,,
944,MB7IMW,144.962500,-,144.962500,Tone,118.8,118.8,023,NN,FM,12.50,,DUMFRIES,,,,
945,MB7INH,144.900000,,0.000000,Tone,67.0,67.0,023,NN,FM,12.50,,NORTHAMPTON,,,,
946,MB7INI,145.337500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,CARRICKFERGUS,,,,
947,MB7INM,145.287500,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,OSWALDTWISTLE,,,,
948,MB7INS,145.287500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,CLEVEDON ,,,,
949,MB7INW,430.025000,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,WARRINGTON,,,,
950,MB7INX,144.962500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,CWMBACH,,,,
951,MB7IOK,144.912500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,CHATHAM,,,,
952,MB7IOM,144.962500,,0.000000,Tone,88.5,88.5,023,NN,FM,12.50,,DOUGLAS,,,,
953,MB7IPD,145.287500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,BOURNEMOUTH,,,,
954,MB7IPR,144.912500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SWANAGE ,,,,
955,MB7IPS,144.912500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,PRESTONPANS ,,,,
956,MB7IRW,430.075000,-,430.075000,Tone,82.5,82.5,023,NN,FM,12.50,,WIDNES,,,,
957,MB7ISC,145.287500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,STIRLING,,,,
958,MB7ISH,144.912500,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,HATFIELD,,,,
959,MB7ISL,430.062500,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SLEAFORD,,,,
960,MB7ISM,144.962500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,ST MONANS,,,,
961,MB7ISP,144.900000,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,SIDCUP,,,,
962,MB7ISS,145.337500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,STREET ,,,,
963,MB7IST,145.287500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,NEWCASTLE-UNDER-LYME,,,,
964,MB7ISU,430.037500,,0.000000,Tone,118.8,118.8,023,NN,FM,12.50,,SUNDERLAND,,,,
965,MB7ISW,145.212500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,BARRY,,,,
966,MB7ISX,145.287500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,WESTCLIFF ON SEA,,,,
967,MB7ITA,145.337500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,EDINBURGH,,,,
968,MB7ITC,145.337500,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,EARBY,,,,
969,MB7ITG,144.962500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,TELFORD,,,,
970,MB7ITM,144.962500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,LINCOLNSHIRE,,,,
971,MB7ITT,145.237500,,0.000000,Tone,88.5,88.5,023,NN,FM,12.50,,TANGMERE,,,,
972,MB7IUG,144.912500,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,DUDLEY,,,,
973,MB7IUK,144.962500,,0.000000,Tone,110.9,110.9,023,NN,FM,12.50,,ASHTON-UNDER-LYNE,,,,
974,MB7IUR,430.025000,,0.000000,Tone,77.0,77.0,023,NN,FM,12.50,,LOUGHBOROUGH,,,,
975,MB7IVA,144.962500,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,CARMARTHEN,,,,
976,MB7IVR,29.270000,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,HARPENDEN,,,,
977,MB7IVT,430.050000,,0.000000,Tone,103.5,103.5,023,NN,FM,12.50,,NEWCASTLE UNDER LYME,,,,
978,MB7IVY,145.212500,-,145.212500,Tone,77.0,77.0,023,NN,FM,12.50,,BEDFORD,,,,
979,MB7IVZ,430.025000,,0.000000,Tone,71.9,71.9,023,NN,FM,12.50,,ROTHERHAM,,,,
980,MB7IWG,145.287500,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,WELWYN GARDEN CITY,,,,
981,MB7IWK,145.337500,,0.000000,Tone,82.5,82.5,023,NN,FM,12.50,,WEST KIRBY,,,,
982,MB7IWO,145.287500,,0.000000,Tone,118.8,118.8,023,NN,FM,12.50,,WITNEY,,,,
983,MB7IXY,430.075000,,0.000000,Tone,88.5,88.5,023,NN,FM,12.50,,WAKEFIELD,,,,
984,MB7IZR ,144.962500,-,144.962500,Tone,118.8,118.8,023,NN,FM,12.50,,PETERLEE ,,,,
985,2m .200,145.200000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
986,2m .2125,145.212500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
987,2m .225,145.225000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
988,2m .2375,145.237500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
989,2m .250,145.250000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
990,2m .2625,145.262500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
991,2m .275,145.275000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
992,2m .2875,145.287500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
993,2m .300,145.300000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
994,2m .3125,145.312500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
995,2m .325,145.325000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
996,2m .3375,145.337500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
997,2m .350,145.350000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
998,2m .3625,145.362500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
999,2m .375,145.375000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1000,2m .3875,145.387500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1001,2m .400,145.400000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1002,2m .4125,145.412500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1003,2m .425,145.425000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1004,2m .4375,145.437500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1005,2m .450,145.450000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1006,2m .4625,145.462500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1007,2m .475,145.475000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1008,2m .4875,145.487500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1009,2m .500 Call,145.500000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1010,2m .5125,145.512500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1011,2m .525,145.525000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1012,2m .5375,145.537500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1013,2m .550,145.550000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1014,2m .5625,145.562500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1015,2m .575,145.575000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1016,2m .5875,145.587500,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1017,446A01,446.006250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1018,446A02,446.018750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1019,446A03,446.031200,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1020,446A04,446.043750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1021,446A05,446.056250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1022,446A06,446.068750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1023,446A07,446.081250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1024,446A08,446.093750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1025,446A09,446.106250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1026,446A10,446.118750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1027,446A11,446.131250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1028,446A12,446.143750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1029,446A13,446.156250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1030,446A14,446.168750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1031,446A15,446.181250,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1032,446A16,446.193750,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1033,70cm .400,433.400000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1034,70cm .425,433.425000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1035,70cm .450,433.450000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1036,70cm .475,433.475000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1037,70cm .500 Call,433.500000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1038,70cm .525,433.525000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1039,70cm .550,433.550000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1040,70cm .575,433.575000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1041,70cm .600,433.600000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1042,APRS-U,433.800000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1043,APRS-V,144.800000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1044,RY 144.625,144.625000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1045,RY 144.650,144.650000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1046,RY 144.675,144.675000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1047,RY 433.675,433.675000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1048,RY 433.700,433.700000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1049,RY 433.725,433.725000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1050,RY 433.750,433.750000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1051,RY 433.775,433.775000,,0.000000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1052,RY Rptr,430.800000,+,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1053,RY Rptr Rev,438.400000,-,7.600000,Tone,94.8,94.8,023,NN,FM,12.50,,,,,,
1054,S20,145.500000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1055,S21,145.525000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1056,S22,145.550000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
1057,SU20,433.500000,,0.000000,,67.0,67.0,023,NN,FM,12.50,,,,,,
